time,open,high,low,close,volume
2026-02-20 09:00:00,67860.0,68189.0,67860.0,68114.0,297.58468
2026-02-20 09:15:00,68114.0,68183.0,68085.0,68182.0,74.35987
2026-02-20 09:30:00,68182.0,68200.0,68092.0,68110.0,85.34858
2026-02-20 09:45:00,68110.0,68200.0,68109.0,68199.0,60.99894
2026-02-20 10:00:00,68199.0,68300.0,68069.0,68156.0,121.74053
2026-02-20 10:15:00,68155.0,68265.0,68101.0,68235.0,184.46362
2026-02-20 10:30:00,68235.0,68260.0,68117.0,68121.0,200.54833
2026-02-20 10:45:00,68122.0,68149.0,67842.0,67911.0,607.50488
2026-02-20 11:00:00,67910.0,67955.0,67754.0,67836.0,194.95629
2026-02-20 11:15:00,67836.0,67857.0,67753.0,67850.0,96.7385
2026-02-20 11:30:00,67849.0,67859.0,67399.0,67400.0,716.01555
2026-02-20 11:45:00,67400.0,67577.0,67227.0,67285.0,1096.33764
2026-02-20 12:00:00,67284.0,67484.0,67247.0,67447.0,722.13576
2026-02-20 12:15:00,67447.0,67503.0,67242.0,67295.0,488.95135
2026-02-20 12:30:00,67295.0,67475.0,67257.0,67450.0,229.38113
2026-02-20 12:45:00,67450.0,67560.0,67432.0,67518.0,104.50962
2026-02-20 13:00:00,67517.0,67517.0,67030.0,67108.0,952.872
2026-02-20 13:15:00,67107.0,67218.0,66932.0,67187.0,461.83347
2026-02-20 13:30:00,67186.0,67186.0,66422.0,66610.0,2520.9586
2026-02-20 13:45:00,66610.0,66931.0,66605.0,66800.0,1115.48692
2026-02-20 14:00:00,66799.0,66991.0,66762.0,66905.0,507.39987
2026-02-20 14:15:00,66906.0,67061.0,66645.0,66973.0,1009.17083
2026-02-20 14:30:00,66973.0,67288.0,66830.0,67043.0,705.39276
2026-02-20 14:45:00,67043.0,67130.0,66854.0,67034.0,536.69356
2026-02-20 15:00:00,67035.0,68101.0,66838.0,66841.0,3359.45351
2026-02-20 15:15:00,66839.0,67585.0,66514.0,67430.0,2087.79713
2026-02-20 15:30:00,67430.0,67433.0,66887.0,67186.0,2084.45578
2026-02-20 15:45:00,67186.0,67651.0,67118.0,67549.0,963.20975
2026-02-20 16:00:00,67547.0,67763.0,67473.0,67686.0,497.92108
2026-02-20 16:15:00,67687.0,67891.0,67261.0,67288.0,1159.42637
2026-02-20 16:30:00,67288.0,67492.0,67251.0,67466.0,680.99919
2026-02-20 16:45:00,67467.0,67891.0,67466.0,67765.0,277.99714
2026-02-20 17:00:00,67764.0,67765.0,67021.0,67021.0,1043.22225
2026-02-20 17:15:00,67022.0,67214.0,66989.0,67001.0,1057.95427
2026-02-20 17:30:00,67001.0,67292.0,66918.0,67213.0,565.63729
2026-02-20 17:45:00,67212.0,67658.0,67077.0,67590.0,766.02608
2026-02-20 18:00:00,67590.0,67757.0,67465.0,67551.0,227.22741
2026-02-20 18:15:00,67551.0,67660.0,67430.0,67635.0,335.30625
2026-02-20 18:30:00,67636.0,67977.0,67497.0,67765.0,778.49672
2026-02-20 18:45:00,67766.0,67940.0,67661.0,67894.0,228.7341
2026-02-20 19:00:00,67895.0,67978.0,67638.0,67669.0,962.87908
2026-02-20 19:15:00,67668.0,67764.0,67518.0,67592.0,141.07944
2026-02-20 19:30:00,67592.0,67800.0,67510.0,67580.0,397.54687
2026-02-20 19:45:00,67579.0,67672.0,67535.0,67601.0,127.87763
2026-02-20 20:00:00,67602.0,67801.0,67601.0,67778.0,377.69187
2026-02-20 20:15:00,67779.0,67779.0,67520.0,67547.0,319.19096
2026-02-20 20:30:00,67547.0,67694.0,67491.0,67694.0,289.85352
2026-02-20 20:45:00,67693.0,67720.0,67600.0,67719.0,75.05954
2026-02-20 21:00:00,67720.0,67767.0,67600.0,67686.0,86.61725
2026-02-20 21:15:00,67685.0,67715.0,67625.0,67710.0,43.721
2026-02-20 21:30:00,67709.0,67804.0,67670.0,67716.0,52.38258
2026-02-20 21:45:00,67716.0,67797.0,67679.0,67790.0,64.05394
2026-02-20 22:00:00,67789.0,67789.0,67610.0,67637.0,232.67104
2026-02-20 22:15:00,67636.0,67961.0,67636.0,67891.0,568.85982
2026-02-20 22:30:00,67892.0,68093.0,67854.0,67931.0,674.61826
2026-02-20 22:45:00,67932.0,68071.0,67902.0,68054.0,131.87183
2026-02-20 23:00:00,68053.0,68225.0,67978.0,67986.0,665.08619
2026-02-20 23:15:00,67986.0,68029.0,67923.0,67962.0,128.39959
2026-02-20 23:30:00,67962.0,68001.0,67878.0,67934.0,173.06257
2026-02-20 23:45:00,67933.0,68009.0,67925.0,67980.0,40.64435
2026-02-21 00:00:00,67979.0,68004.0,67911.0,67976.0,130.0891
2026-02-21 00:15:00,67976.0,67977.0,67859.0,67891.0,59.0515
2026-02-21 00:30:00,67890.0,67915.0,67821.0,67821.0,76.90695
2026-02-21 00:45:00,67822.0,67841.0,67766.0,67799.0,160.00332
2026-02-21 01:00:00,67799.0,67896.0,67799.0,67896.0,78.88404
2026-02-21 01:15:00,67896.0,67896.0,67833.0,67833.0,21.24154
2026-02-21 01:30:00,67833.0,67969.0,67824.0,67949.0,103.27901
2026-02-21 01:45:00,67948.0,67971.0,67916.0,67916.0,42.64205
2026-02-21 02:00:00,67917.0,67990.0,67883.0,67967.0,39.64543
2026-02-21 02:15:00,67968.0,68037.0,67943.0,68030.0,42.4576
2026-02-21 02:30:00,68030.0,68066.0,67990.0,68041.0,61.899
2026-02-21 02:45:00,68041.0,68046.0,67959.0,67967.0,49.20403
2026-02-21 03:00:00,67966.0,67968.0,67652.0,67732.0,228.983
2026-02-21 03:15:00,67732.0,67791.0,67708.0,67773.0,22.74471
2026-02-21 03:30:00,67773.0,67806.0,67481.0,67581.0,143.06436
2026-02-21 03:45:00,67581.0,67640.0,67552.0,67632.0,106.13969
2026-02-21 04:00:00,67631.0,67673.0,67564.0,67621.0,58.29294
2026-02-21 04:15:00,67622.0,67693.0,67557.0,67689.0,58.79466
2026-02-21 04:30:00,67688.0,67730.0,67656.0,67657.0,25.48027
2026-02-21 04:45:00,67657.0,67818.0,67657.0,67790.0,238.65974
2026-02-21 05:00:00,67790.0,67847.0,67790.0,67815.0,35.284
2026-02-21 05:15:00,67815.0,67849.0,67791.0,67829.0,39.09533
2026-02-21 05:30:00,67829.0,67852.0,67769.0,67824.0,24.45892
2026-02-21 05:45:00,67824.0,67841.0,67790.0,67826.0,15.73183
2026-02-21 06:00:00,67826.0,67894.0,67820.0,67892.0,37.81159
2026-02-21 06:15:00,67892.0,67893.0,67839.0,67839.0,19.49081
2026-02-21 06:30:00,67839.0,67840.0,67727.0,67746.0,31.01244
2026-02-21 06:45:00,67746.0,67763.0,67720.0,67760.0,32.91839
2026-02-21 07:00:00,67759.0,67821.0,67715.0,67792.0,98.69289
2026-02-21 07:15:00,67791.0,67830.0,67789.0,67826.0,13.44563
2026-02-21 07:30:00,67826.0,67847.0,67792.0,67799.0,26.70171
2026-02-21 07:45:00,67800.0,67830.0,67799.0,67821.0,11.621
2026-02-21 08:00:00,67821.0,67872.0,67784.0,67871.0,44.85793
2026-02-21 08:15:00,67871.0,67952.0,67871.0,67943.0,70.3654
2026-02-21 08:30:00,67944.0,67975.0,67902.0,67969.0,68.57956
2026-02-21 08:45:00,67970.0,68029.0,67928.0,68009.0,377.30033
2026-02-21 09:00:00,68010.0,68031.0,67938.0,67960.0,128.27733
2026-02-21 09:15:00,67959.0,68242.0,67959.0,68198.0,351.59533
2026-02-21 09:30:00,68198.0,68264.0,68102.0,68151.0,180.31591
2026-02-21 09:45:00,68151.0,68188.0,68101.0,68113.0,21.34289
2026-02-21 10:00:00,68111.0,68205.0,68111.0,68145.0,62.37639
2026-02-21 10:15:00,68145.0,68170.0,68106.0,68152.0,64.67846
2026-02-21 10:30:00,68153.0,68195.0,68143.0,68180.0,73.11886
2026-02-21 10:45:00,68180.0,68196.0,68124.0,68172.0,27.1133
2026-02-21 11:00:00,68172.0,68235.0,68163.0,68213.0,78.95207
2026-02-21 11:15:00,68213.0,68244.0,68147.0,68153.0,178.41147
2026-02-21 11:30:00,68152.0,68161.0,68009.0,68065.0,285.16365
2026-02-21 11:45:00,68064.0,68085.0,68042.0,68055.0,187.48108
2026-02-21 12:00:00,68055.0,68096.0,67926.0,67956.0,89.17672
2026-02-21 12:15:00,67957.0,67980.0,67922.0,67934.0,53.37
2026-02-21 12:30:00,67934.0,67998.0,67877.0,67994.0,349.93974
2026-02-21 12:45:00,67994.0,68179.0,67994.0,68169.0,67.74236
2026-02-21 13:00:00,68168.0,68169.0,68092.0,68116.0,57.76639
2026-02-21 13:15:00,68116.0,68219.0,68063.0,68198.0,53.4742
2026-02-21 13:30:00,68197.0,68209.0,68133.0,68134.0,52.81165
2026-02-21 13:45:00,68134.0,68226.0,68131.0,68224.0,25.01971
2026-02-21 14:00:00,68223.0,68230.0,68148.0,68230.0,37.04762
2026-02-21 14:15:00,68230.0,68588.0,68183.0,68399.0,720.00928
2026-02-21 14:30:00,68399.0,68593.0,68377.0,68501.0,281.2572
2026-02-21 14:45:00,68502.0,68547.0,68396.0,68409.0,112.24753
2026-02-21 15:00:00,68410.0,68483.0,68384.0,68459.0,106.80306
2026-02-21 15:15:00,68459.0,68535.0,68418.0,68418.0,75.80599
2026-02-21 15:30:00,68418.0,68650.0,68381.0,68596.0,163.58039
2026-02-21 15:45:00,68594.0,68661.0,68550.0,68578.0,134.30519
2026-02-21 16:00:00,68577.0,68598.0,68256.0,68314.0,724.76531
2026-02-21 16:15:00,68315.0,68315.0,68050.0,68235.0,746.26292
2026-02-21 16:30:00,68234.0,68318.0,68099.0,68318.0,118.48535
2026-02-21 16:45:00,68317.0,68319.0,68271.0,68286.0,65.34622
2026-02-21 17:00:00,68287.0,68310.0,68154.0,68231.0,143.51995
2026-02-21 17:15:00,68230.0,68285.0,68166.0,68245.0,90.60383
2026-02-21 17:30:00,68245.0,68426.0,68234.0,68388.0,162.3416
2026-02-21 17:45:00,68388.0,68428.0,68346.0,68399.0,197.81227
2026-02-21 18:00:00,68400.0,68404.0,68333.0,68375.0,111.79349
2026-02-21 18:15:00,68375.0,68508.0,68375.0,68452.0,646.1407
2026-02-21 18:30:00,68452.0,68540.0,68452.0,68506.0,43.00655
2026-02-21 18:45:00,68507.0,68610.0,68462.0,68544.0,114.23531
2026-02-21 19:00:00,68544.0,68620.0,68477.0,68554.0,126.60486
2026-02-21 19:15:00,68554.0,68584.0,68503.0,68536.0,66.85463
2026-02-21 19:30:00,68537.0,68614.0,68533.0,68596.0,40.14665
2026-02-21 19:45:00,68596.0,68596.0,68479.0,68511.0,50.75103
2026-02-21 20:00:00,68510.0,68514.0,68433.0,68452.0,101.09852
2026-02-21 20:15:00,68451.0,68562.0,68448.0,68528.0,85.99428
2026-02-21 20:30:00,68529.0,68539.0,68300.0,68352.0,167.159
2026-02-21 20:45:00,68352.0,68383.0,68171.0,68176.0,100.31867
2026-02-21 21:00:00,68177.0,68292.0,68150.0,68256.0,124.81522
2026-02-21 21:15:00,68256.0,68329.0,68239.0,68310.0,41.95994
2026-02-21 21:30:00,68309.0,68337.0,68246.0,68248.0,36.61318
2026-02-21 21:45:00,68247.0,68339.0,68246.0,68339.0,17.06096
2026-02-21 22:00:00,68338.0,68387.0,68176.0,68212.0,198.9071
2026-02-21 22:15:00,68211.0,68280.0,68206.0,68236.0,52.60841
2026-02-21 22:30:00,68237.0,68252.0,67895.0,68066.0,294.14218
2026-02-21 22:45:00,68065.0,68138.0,67869.0,67940.0,128.48068
2026-02-21 23:00:00,67939.0,67980.0,67898.0,67914.0,256.63405
2026-02-21 23:15:00,67913.0,68046.0,67908.0,68032.0,79.20932
2026-02-21 23:30:00,68031.0,68072.0,68007.0,68007.0,84.74587
2026-02-21 23:45:00,68011.0,68025.0,67928.0,67935.0,71.26149
2026-02-22 00:00:00,67932.0,67992.0,67883.0,67972.0,61.43359
2026-02-22 00:15:00,67972.0,68020.0,67763.0,67819.0,350.73475
2026-02-22 00:30:00,67819.0,67871.0,67798.0,67806.0,72.92553
2026-02-22 00:45:00,67813.0,67922.0,67800.0,67903.0,36.7273
2026-02-22 01:00:00,67903.0,68033.0,67901.0,67989.0,303.92842
2026-02-22 01:15:00,67988.0,68085.0,67978.0,68079.0,89.08215
2026-02-22 01:30:00,68079.0,68117.0,68004.0,68085.0,99.91355
2026-02-22 01:45:00,68085.0,68136.0,68060.0,68115.0,43.52468
2026-02-22 02:00:00,68114.0,68185.0,68082.0,68183.0,40.4452
2026-02-22 02:15:00,68183.0,68183.0,68016.0,68016.0,49.5819
2026-02-22 02:30:00,68016.0,68073.0,67935.0,67942.0,138.40508
2026-02-22 02:45:00,67942.0,67994.0,67831.0,67864.0,60.42599
2026-02-22 03:00:00,67865.0,67984.0,67862.0,67970.0,22.90225
2026-02-22 03:15:00,67971.0,68000.0,67785.0,67929.0,72.6938
2026-02-22 03:30:00,67929.0,67968.0,67859.0,67956.0,57.26856
2026-02-22 03:45:00,67956.0,68028.0,67912.0,68010.0,70.44035
2026-02-22 04:00:00,68010.0,68045.0,67990.0,68030.0,35.93189
2026-02-22 04:15:00,68031.0,68033.0,67926.0,67978.0,53.65663
2026-02-22 04:30:00,67977.0,68009.0,67932.0,67949.0,21.15968
2026-02-22 04:45:00,67950.0,67973.0,67934.0,67950.0,12.38569
2026-02-22 05:00:00,67950.0,67979.0,67861.0,67875.0,81.48086
2026-02-22 05:15:00,67876.0,67931.0,67875.0,67909.0,39.7507
2026-02-22 05:30:00,67909.0,67912.0,67898.0,67908.0,18.83358
2026-02-22 05:45:00,67908.0,67946.0,67857.0,67945.0,139.26285
2026-02-22 06:00:00,67945.0,68024.0,67933.0,68012.0,196.84368
2026-02-22 06:15:00,68012.0,68142.0,67999.0,68082.0,90.2141
2026-02-22 06:30:00,68083.0,68138.0,68022.0,68029.0,42.58758
2026-02-22 06:45:00,68027.0,68048.0,68000.0,68000.0,31.48096
2026-02-22 07:00:00,68000.0,68009.0,67967.0,68001.0,154.70613
2026-02-22 07:15:00,68000.0,68005.0,67983.0,67994.0,39.37227
2026-02-22 07:30:00,67993.0,68065.0,67986.0,68046.0,30.07407
2026-02-22 07:45:00,68047.0,68050.0,67966.0,67971.0,45.60733
2026-02-22 08:00:00,67971.0,67985.0,67948.0,67957.0,108.27723
2026-02-22 08:15:00,67955.0,67975.0,67885.0,67927.0,90.72753
2026-02-22 08:30:00,67928.0,67962.0,67896.0,67935.0,63.62267
2026-02-22 08:45:00,67936.0,67958.0,67925.0,67925.0,36.63063
2026-02-22 09:00:00,67926.0,68012.0,67926.0,68012.0,97.80919
2026-02-22 09:15:00,68011.0,68024.0,67993.0,67994.0,48.60101
2026-02-22 09:30:00,67994.0,68017.0,67954.0,68017.0,55.88749
2026-02-22 09:45:00,68017.0,68062.0,68017.0,68019.0,28.41591
2026-02-22 10:00:00,68020.0,68020.0,67992.0,68005.0,88.77599
2026-02-22 10:15:00,68006.0,68096.0,67993.0,68055.0,64.53583
2026-02-22 10:30:00,68055.0,68094.0,68043.0,68072.0,50.34302
2026-02-22 10:45:00,68072.0,68124.0,68065.0,68108.0,192.34143
2026-02-22 11:00:00,68107.0,68225.0,68105.0,68189.0,181.03246
2026-02-22 11:15:00,68190.0,68225.0,68168.0,68201.0,76.82806
2026-02-22 11:30:00,68201.0,68201.0,68121.0,68152.0,138.77752
2026-02-22 11:45:00,68152.0,68180.0,68151.0,68180.0,13.44035
2026-02-22 12:00:00,68179.0,68200.0,67961.0,67976.0,153.87061
2026-02-22 12:15:00,67976.0,68062.0,67936.0,68047.0,175.79774
2026-02-22 12:30:00,68047.0,68048.0,67867.0,67867.0,242.49493
2026-02-22 12:45:00,67868.0,67956.0,67847.0,67899.0,105.20634
2026-02-22 13:00:00,67900.0,67992.0,67900.0,67963.0,129.80925
2026-02-22 13:15:00,67963.0,68017.0,67910.0,67911.0,177.39997
2026-02-22 13:30:00,67911.0,67947.0,67534.0,67599.0,749.91669
2026-02-22 13:45:00,67599.0,67680.0,67566.0,67622.0,258.12786
2026-02-22 14:00:00,67622.0,67644.0,67460.0,67618.0,358.3699
2026-02-22 14:15:00,67618.0,67654.0,67543.0,67607.0,69.37917
2026-02-22 14:30:00,67605.0,67652.0,67382.0,67407.0,237.30283
2026-02-22 14:45:00,67407.0,67534.0,67323.0,67417.0,237.60491
2026-02-22 15:00:00,67416.0,67460.0,67280.0,67386.0,158.21729
2026-02-22 15:15:00,67386.0,67567.0,67309.0,67566.0,248.08245
2026-02-22 15:30:00,67565.0,67782.0,67519.0,67752.0,454.72337
2026-02-22 15:45:00,67751.0,67783.0,67644.0,67657.0,108.38905
2026-02-22 16:00:00,67656.0,67685.0,67550.0,67550.0,57.53369
2026-02-22 16:15:00,67550.0,67598.0,67501.0,67501.0,92.00442
2026-02-22 16:30:00,67503.0,67543.0,67482.0,67539.0,62.58197
2026-02-22 16:45:00,67539.0,67615.0,67537.0,67600.0,71.48436
2026-02-22 17:00:00,67601.0,67603.0,67505.0,67545.0,140.04084
2026-02-22 17:15:00,67545.0,67546.0,67450.0,67451.0,476.94151
2026-02-22 17:30:00,67450.0,67492.0,67145.0,67217.0,457.64733
2026-02-22 17:45:00,67216.0,67361.0,67216.0,67351.0,304.02204
2026-02-22 18:00:00,67353.0,67397.0,67303.0,67376.0,421.91412
2026-02-22 18:15:00,67376.0,67431.0,67305.0,67306.0,157.04454
2026-02-22 18:30:00,67305.0,67356.0,67287.0,67345.0,99.31358
2026-02-22 18:45:00,67347.0,67423.0,67346.0,67398.0,187.63481
2026-02-22 19:00:00,67397.0,67453.0,67367.0,67382.0,57.2472
2026-02-22 19:15:00,67381.0,67438.0,67372.0,67393.0,97.90656
2026-02-22 19:30:00,67394.0,67457.0,67376.0,67457.0,70.88947
2026-02-22 19:45:00,67449.0,67449.0,67380.0,67391.0,32.20165
2026-02-22 20:00:00,67390.0,67427.0,67320.0,67349.0,41.16097
2026-02-22 20:15:00,67349.0,67466.0,67349.0,67420.0,65.73641
2026-02-22 20:30:00,67420.0,67421.0,67366.0,67380.0,28.68067
2026-02-22 20:45:00,67380.0,67455.0,67306.0,67361.0,236.33926
2026-02-22 21:00:00,67362.0,67445.0,67362.0,67409.0,46.68864
2026-02-22 21:15:00,67410.0,67470.0,67408.0,67416.0,59.25423
2026-02-22 21:30:00,67416.0,67580.0,67416.0,67553.0,93.81874
2026-02-22 21:45:00,67552.0,67606.0,67547.0,67571.0,41.24696
2026-02-22 22:00:00,67570.0,67578.0,67449.0,67472.0,328.9789
2026-02-22 22:15:00,67472.0,67657.0,67472.0,67560.0,91.38857
2026-02-22 22:30:00,67561.0,67675.0,67503.0,67641.0,71.83376
2026-02-22 22:45:00,67641.0,67713.0,67626.0,67632.0,120.21238
2026-02-22 23:00:00,67633.0,67689.0,67442.0,67456.0,281.95707
2026-02-22 23:15:00,67456.0,67575.0,67427.0,67569.0,91.54297
2026-02-22 23:30:00,67568.0,67569.0,67441.0,67470.0,74.07851
2026-02-22 23:45:00,67470.0,67682.0,67453.0,67602.0,111.81192
2026-02-23 00:00:00,67602.0,67637.0,67558.0,67582.0,36.73457
2026-02-23 00:15:00,67587.0,67588.0,67364.0,67431.0,237.95311
2026-02-23 00:30:00,67431.0,67431.0,67130.0,67143.0,344.75586
2026-02-23 00:45:00,67144.0,67144.0,66675.0,66700.0,683.38664
2026-02-23 01:00:00,66700.0,66700.0,65244.0,65439.0,2444.59449
2026-02-23 01:15:00,65443.0,65467.0,64960.0,65019.0,1316.76598
2026-02-23 01:30:00,65020.0,65360.0,64977.0,65091.0,580.76715
2026-02-23 01:45:00,65091.0,65138.0,64260.0,64393.0,1937.91991
2026-02-23 02:00:00,64394.0,64756.0,64284.0,64714.0,738.01974
2026-02-23 02:15:00,64714.0,64784.0,64489.0,64731.0,491.82017
2026-02-23 02:30:00,64731.0,64883.0,64658.0,64811.0,683.65362
2026-02-23 02:45:00,64812.0,64861.0,64672.0,64753.0,252.06755
2026-02-23 03:00:00,64753.0,65027.0,64740.0,64911.0,675.97725
2026-02-23 03:15:00,64912.0,64912.0,64675.0,64738.0,198.00622
2026-02-23 03:30:00,64738.0,64985.0,64687.0,64985.0,250.70577
2026-02-23 03:45:00,64985.0,64985.0,64874.0,64902.0,207.42484
2026-02-23 04:00:00,64902.0,64995.0,64800.0,64986.0,260.44457
2026-02-23 04:15:00,64987.0,64987.0,64689.0,64744.0,200.33586
2026-02-23 04:30:00,64744.0,64782.0,64656.0,64696.0,254.23025
2026-02-23 04:45:00,64695.0,64799.0,64680.0,64785.0,122.02298
2026-02-23 05:00:00,64785.0,65149.0,64783.0,65065.0,537.64589
2026-02-23 05:15:00,65065.0,65183.0,64895.0,65018.0,710.90458
2026-02-23 05:30:00,65019.0,65107.0,64989.0,65003.0,172.77437
2026-02-23 05:45:00,65004.0,65055.0,64944.0,65043.0,155.92379
2026-02-23 06:00:00,65044.0,65345.0,65003.0,65331.0,472.68319
2026-02-23 06:15:00,65331.0,65429.0,65276.0,65282.0,483.5468
2026-02-23 06:30:00,65283.0,65645.0,65255.0,65500.0,638.10665
2026-02-23 06:45:00,65500.0,65777.0,65496.0,65725.0,474.50406
2026-02-23 07:00:00,65726.0,65874.0,65665.0,65754.0,720.27189
2026-02-23 07:15:00,65754.0,65796.0,65623.0,65662.0,307.14941
2026-02-23 07:30:00,65662.0,65981.0,65661.0,65924.0,707.27907
2026-02-23 07:45:00,65924.0,65962.0,65872.0,65928.0,96.8575
2026-02-23 08:00:00,65929.0,65931.0,65686.0,65813.0,643.69804
2026-02-23 08:15:00,65813.0,65854.0,65582.0,65650.0,254.79355
2026-02-23 08:30:00,65651.0,65700.0,65542.0,65587.0,140.58166
2026-02-23 08:45:00,65587.0,65672.0,65540.0,65652.0,137.51602
2026-02-23 09:00:00,65652.0,65808.0,65652.0,65788.0,216.93483
2026-02-23 09:15:00,65787.0,65843.0,65685.0,65818.0,138.6195
2026-02-23 09:30:00,65818.0,66305.0,65800.0,66242.0,922.31865
2026-02-23 09:45:00,66242.0,66420.0,66213.0,66370.0,237.78643
2026-02-23 10:00:00,66372.0,66570.0,66272.0,66274.0,478.5975
2026-02-23 10:15:00,66275.0,66479.0,66243.0,66324.0,177.48385
2026-02-23 10:30:00,66325.0,66354.0,66196.0,66307.0,231.2806
2026-02-23 10:45:00,66308.0,66380.0,66214.0,66290.0,138.44787
2026-02-23 11:00:00,66290.0,66354.0,66203.0,66340.0,94.19261
2026-02-23 11:15:00,66340.0,66455.0,66280.0,66291.0,172.1442
2026-02-23 11:30:00,66291.0,66291.0,66078.0,66085.0,540.53106
2026-02-23 11:45:00,66085.0,66177.0,66065.0,66166.0,480.75668
2026-02-23 12:00:00,66166.0,66221.0,66127.0,66185.0,164.46053
2026-02-23 12:15:00,66185.0,66200.0,66011.0,66102.0,226.27865
2026-02-23 12:30:00,66102.0,66464.0,65857.0,66375.0,898.52123
2026-02-23 12:45:00,66376.0,66472.0,66191.0,66235.0,708.50992
2026-02-23 13:00:00,66236.0,66341.0,66171.0,66179.0,359.31871
2026-02-23 13:15:00,66178.0,66224.0,66085.0,66186.0,127.74181
2026-02-23 13:30:00,66186.0,66408.0,66101.0,66319.0,436.89248
2026-02-23 13:45:00,66317.0,66333.0,66062.0,66096.0,84.19093
2026-02-23 14:00:00,66096.0,66228.0,66088.0,66209.0,128.19805
2026-02-23 14:15:00,66210.0,66211.0,66010.0,66046.0,209.8439
2026-02-23 14:30:00,66046.0,66185.0,65500.0,65810.0,1302.05099
2026-02-23 14:45:00,65806.0,66082.0,65569.0,65892.0,396.59063
2026-02-23 15:00:00,65893.0,66038.0,65672.0,65914.0,685.89203
2026-02-23 15:15:00,65916.0,66196.0,65714.0,65764.0,280.37249
2026-02-23 15:30:00,65764.0,65903.0,65681.0,65769.0,251.6556
2026-02-23 15:45:00,65767.0,65885.0,65532.0,65623.0,493.11895
2026-02-23 16:00:00,65621.0,65659.0,65145.0,65184.0,865.16481
2026-02-23 16:15:00,65185.0,65641.0,65185.0,65604.0,454.32913
2026-02-23 16:30:00,65603.0,65684.0,65416.0,65545.0,359.8549
2026-02-23 16:45:00,65543.0,65567.0,65270.0,65323.0,442.48586
2026-02-23 17:00:00,65326.0,65415.0,65043.0,65051.0,480.52767
2026-02-23 17:15:00,65050.0,65146.0,64548.0,64551.0,1397.73734
2026-02-23 17:30:00,64551.0,64651.0,64307.0,64448.0,1390.98955
2026-02-23 17:45:00,64448.0,64777.0,64122.0,64777.0,1113.79566
2026-02-23 18:00:00,64779.0,64840.0,64607.0,64761.0,921.55638
2026-02-23 18:15:00,64761.0,64899.0,64583.0,64790.0,550.77679
2026-02-23 18:30:00,64791.0,65165.0,64710.0,64857.0,764.70792
2026-02-23 18:45:00,64857.0,64866.0,64553.0,64599.0,558.68108
2026-02-23 19:00:00,64598.0,64827.0,64568.0,64680.0,566.68055
2026-02-23 19:15:00,64679.0,64685.0,64349.0,64436.0,827.97823
2026-02-23 19:30:00,64436.0,64521.0,64072.0,64186.0,944.65511
2026-02-23 19:45:00,64187.0,64347.0,64074.0,64270.0,763.63925
2026-02-23 20:00:00,64270.0,64344.0,63900.0,63921.0,876.49578
2026-02-23 20:15:00,63922.0,64149.0,63859.0,63982.0,525.88789
2026-02-23 20:30:00,63981.0,64298.0,63981.0,64247.0,357.59393
2026-02-23 20:45:00,64247.0,64453.0,64221.0,64450.0,340.4947
2026-02-23 21:00:00,64449.0,64688.0,64432.0,64581.0,526.46337
2026-02-23 21:15:00,64580.0,64623.0,64499.0,64539.0,159.41383
2026-02-23 21:30:00,64538.0,64769.0,64513.0,64625.0,298.92529
2026-02-23 21:45:00,64625.0,64704.0,64545.0,64559.0,75.18057
2026-02-23 22:00:00,64559.0,64976.0,64536.0,64947.0,713.4425
2026-02-23 22:15:00,64948.0,65000.0,64836.0,64924.0,310.56156
2026-02-23 22:30:00,64925.0,64926.0,64732.0,64780.0,414.55824
2026-02-23 22:45:00,64779.0,64863.0,64623.0,64704.0,210.69045
2026-02-23 23:00:00,64705.0,64889.0,64683.0,64844.0,396.84582
2026-02-23 23:15:00,64844.0,64882.0,64764.0,64823.0,113.42759
2026-02-23 23:30:00,64823.0,64866.0,64588.0,64597.0,264.65612
2026-02-23 23:45:00,64597.0,64677.0,64504.0,64631.0,566.68323
2026-02-24 00:00:00,64631.0,64876.0,64630.0,64876.0,481.17909
2026-02-24 00:15:00,64876.0,64994.0,64776.0,64845.0,303.00328
2026-02-24 00:30:00,64845.0,64969.0,64806.0,64908.0,71.67839
2026-02-24 00:45:00,64906.0,64986.0,64853.0,64921.0,48.84037
2026-02-24 01:00:00,64922.0,64922.0,64210.0,64310.0,1033.69806
2026-02-24 01:15:00,64310.0,64519.0,63416.0,64411.0,3832.45137
2026-02-24 01:30:00,64410.0,64574.0,64046.0,64305.0,1570.16085
2026-02-24 01:45:00,64305.0,64378.0,64035.0,64130.0,730.12634
2026-02-24 02:00:00,64129.0,64282.0,63951.0,64219.0,537.2991
2026-02-24 02:15:00,64219.0,64288.0,64000.0,64284.0,110.81691
2026-02-24 02:30:00,64284.0,64479.0,64080.0,64095.0,485.78854
2026-02-24 02:45:00,64095.0,64152.0,64045.0,64081.0,554.75425
2026-02-24 03:00:00,64081.0,64081.0,63526.0,63653.0,857.51521
2026-02-24 03:15:00,63653.0,63830.0,63550.0,63677.0,463.3814
2026-02-24 03:30:00,63677.0,63756.0,63606.0,63648.0,149.61543
2026-02-24 03:45:00,63649.0,63660.0,63313.0,63559.0,561.72513
2026-02-24 04:00:00,63560.0,63599.0,62969.0,62975.0,714.67002
2026-02-24 04:15:00,62975.0,63364.0,62839.0,63189.0,1135.69847
2026-02-24 04:30:00,63189.0,63334.0,62958.0,63313.0,604.3824
